Issue Type,Summary,Status,Updated,Created,Priority,Issue key,Issue id,Parent id,Reporter,Assignee,Resolved,Time Spent
Code review,The fellowship forms in Rivendell,Done,2021-12-10 10:10:00,2021-11-28 12:07:00,ASAP,LR-6124,318846,289450.0,Samwise Gamgee,Gandalf,2021-12-03 16:36:00,
Code review,Frodo and Sam reach Mount Doom,Done,2021-11-29 21:37:00,2021-11-28 09:58:00,ASAP,LR-1122,318808,315023.0,Aragorn,Frodo Baggins,2021-11-29 13:11:00,1200.0
Code review,Helm's Deep is under siege,Done,2021-11-29 21:37:00,2021-11-27 17:44:00,High,LR-2297,318668,318634.0,Frodo Baggins,Aragorn,2021-11-28 13:14:00,9000.0
Story,Helm's Deep is under siege,Done,2021-11-29 21:37:00,2021-11-27 15:32:00,High,LR-7588,318634,,Gandalf the Grey,Samwise Gamgee,2021-11-28 14:56:00,12600.0
Code review,Gollum's betrayal leads to chaos,Done,2021-11-29 21:37:00,2021-11-27 12:35:00,High,LR-8031,318556,318313.0,Gandalf the Grey,Boromir,2021-11-28 12:26:00,9000.0
Task,The fellowship forms in Rivendell,Done,2021-12-10 10:10:00,2021-11-27 11:57:00,ASAP,LR-5708,318537,,Gandalf the Grey,Gimli,2021-12-09 14:00:00,85500.0
Code review,The battle of Pelennor Fields,Done,2021-11-29 21:37:00,2021-11-26 18:21:00,ASAP,LR-4071,318314,317335.0,Gimli,Gimli,2021-11-28 14:50:00,5400.0
Story,The Paths of the Dead are taken,Done,2021-11-29 21:37:00,2021-11-26 18:20:00,High,LR-9605,318313,,Pippin Took,Samwise Gamgee,2021-11-28 13:14:00,10800.0
Code review,Gollum's betrayal leads to chaos,Done,2021-11-27 12:48:00,2021-11-25 23:46:00,High,LR-9529,318065,317274.0,Gimli,Legolas,2021-11-26 12:26:00,7200.0
Code review,Eowyn defeats the Witch-king,Done,2021-11-27 12:48:00,2021-11-25 18:01:00,ASAP,LR-2712,318014,308732.0,Aragorn,Gandalf,2021-11-26 10:54:00,5400.0
Task,Gandalf returns to Middle-Earth,Done,2021-12-10 10:10:00,2021-11-25 13:09:00,High,LR-8010,317908,,Samwise Gamgee,Saruman,2021-12-04 11:39:00,16200.0
Sub-task,Helm's Deep is under siege,Done,2021-12-27 17:46:00,2021-11-25 11:50:00,Unspecified,LR-7306,317886,317884.0,Boromir,Boromir,2021-11-25 11:50:00,25200.0
Bug,The Paths of the Dead are taken,Done,2022-01-07 22:54:00,2021-11-25 11:48:00,High,LR-7576,317884,,Legolas,Gandalf,2021-12-26 09:54:00,71639.0
Code review,The Shire is restored to peace,Done,2021-11-27 12:48:00,2021-11-24 21:08:00,ASAP,LR-2939,317734,314019.0,Samwise Gamgee,Gandalf,2021-11-25 11:50:00,4200.0
Story,Gandalf returns to Middle-Earth,Done,2021-12-03 09:42:00,2021-11-22 17:03:00,ASAP,LR-6304,317418,,Aragorn,Frodo Baggins,2021-12-02 10:41:00,53100.0
Code review,The One Ring has been found,Done,2021-11-27 12:48:00,2021-11-22 16:09:00,ASAP,LR-7305,317403,292990.0,Frodo Baggins,Aragorn,2021-11-25 10:57:00,5400.0
Code review,The Ents march on Isengard,Done,2021-11-27 12:48:00,2021-11-22 16:03:00,ASAP,LR-9014,317396,317322.0,Aragorn,Aragorn,2021-11-25 15:26:00,4200.0
Code review,Saruman's betrayal is revealed,Done,2021-11-22 16:33:00,2021-11-22 16:02:00,ASAP,LR-2692,317392,317314.0,Aragorn,Boromir,2021-11-22 16:06:00,300.0
Story,The Paths of the Dead are taken,Done,2021-12-02 09:59:00,2021-11-22 15:46:00,ASAP,LR-7006,317378,,Boromir,Legolas,2021-12-02 09:58:00,19260.0
Story,Eowyn defeats the Witch-king,Done,2021-11-22 16:33:00,2021-11-22 13:01:00,ASAP,LR-3061,317323,,Gandalf the Grey,Gimli,2021-11-22 14:59:00,2400.0
Story,Eowyn defeats the Witch-king,Done,2021-11-27 12:48:00,2021-11-22 13:01:00,ASAP,LR-5096,317322,,Gimli,Gimli,2021-11-27 08:25:00,10800.0
Epic,Gollum's betrayal leads to chaos,Done,2021-12-19 12:22:00,2021-11-22 13:01:00,ASAP,LR-4820,317321,,Pippin Took,Legolas,2021-11-27 08:40:00,1800.0
Story,Saruman's betrayal is revealed,Done,2021-11-22 16:33:00,2021-11-22 12:50:00,ASAP,LR-7808,317315,,Samwise Gamgee,Boromir,2021-11-22 14:11:00,1200.0
Story,The Ents march on Isengard,Done,2022-02-13 14:16:00,2021-11-22 12:50:00,ASAP,LR-4508,317314,,Gandalf the Grey,Gimli,2021-11-27 08:39:00,9000.0
Epic,The Mines of Moria are breached,Done,2021-12-19 12:22:00,2021-11-22 12:50:00,ASAP,LR-1211,317313,,Pippin Took,Frodo Baggins,2021-11-27 08:39:00,1800.0
Story,Eowyn defeats the Witch-king,Done,2021-11-28 10:58:00,2021-11-22 11:17:00,High,LR-3446,317274,,Gimli,Samwise Gamgee,2021-11-26 13:02:00,37800.0
Story,Saruman's betrayal is revealed,Done,2021-11-22 16:33:00,2021-11-22 10:06:00,ASAP,LR-1362,317254,,Samwise Gamgee,Aragorn,2021-11-22 11:13:00,3600.0
Bug,The Shire is restored to peace,Done,2021-12-02 09:59:00,2021-11-22 09:56:00,Unspecified,LR-9223,317251,,Pippin Took,Saruman,2021-12-02 09:58:00,900.0
Code review,Aragorn claims the throne of Gondor,Done,2021-11-22 16:33:00,2021-11-21 12:05:00,URGENT,LR-8309,317004,316421.0,Frodo Baggins,Gandalf,2021-11-22 15:54:00,5400.0
Code review,Aragorn claims the throne of Gondor,Done,2021-11-22 16:33:00,2021-11-21 02:35:00,URGENT,LR-2993,316907,316421.0,Gimli,Gimli,2021-11-21 12:05:00,
Code review,Helm's Deep is under siege,Done,2021-11-22 16:33:00,2021-11-20 16:30:00,ASAP,LR-2107,316807,315507.0,Boromir,Gimli,2021-11-20 17:24:00,1200.0
Code review,The Mines of Moria are breached,Done,2021-11-22 16:33:00,2021-11-20 16:29:00,URGENT,LR-5723,316806,316420.0,Aragorn,Gandalf,2021-11-22 12:29:00,4800.0
Story,The Shire is restored to peace,Done,2021-11-22 16:33:00,2021-11-20 15:34:00,High,LR-8613,316789,,Boromir,Saruman,2021-11-20 15:59:00,
Code review,The fellowship forms in Rivendell,Done,2021-11-22 16:33:00,2021-11-20 15:27:00,ASAP,LR-6017,316787,310681.0,Frodo Baggins,Saruman,2021-11-20 15:45:00,10800.0
Code review,The Shire is restored to peace,Done,2021-11-22 18:07:00,2021-11-20 14:34:00,ASAP,LR-3916,316765,315199.0,Frodo Baggins,Gimli,2021-11-22 14:58:00,21000.0
Code review,Eowyn defeats the Witch-king,Done,2021-11-22 16:33:00,2021-11-20 09:12:00,Medium,LR-8088,316642,307985.0,Samwise Gamgee,Samwise Gamgee,2021-11-20 14:09:00,5400.0
Sub-task,The One Ring has been found,Done,2021-11-27 12:48:00,2021-11-20 02:06:00,High,LR-9487,316591,305741.0,Gimli,Frodo Baggins,2021-11-25 20:43:00,34200.0
Task,The Mines of Moria are breached,Done,2021-11-22 16:33:00,2021-11-19 14:21:00,URGENT,LR-5340,316421,,Samwise Gamgee,Saruman,2021-11-22 15:59:00,17400.0
Task,Helm's Deep is under siege,Done,2021-11-22 16:33:00,2021-11-19 14:20:00,URGENT,LR-9451,316420,,Legolas,Gandalf,2021-11-22 14:03:00,23400.0
Task,The battle of Pelennor Fields,Done,2021-11-22 16:33:00,2021-11-19 12:00:00,ASAP,LR-8970,316385,,Gandalf the Grey,Frodo Baggins,2021-11-19 15:35:00,
Code review,Saruman's betrayal is revealed,Done,2021-11-22 16:33:00,2021-11-19 14:02:00,Unspecified,LR-3314,316415,314797.0,Boromir,Legolas,2021-11-20 12:11:00,9000.0
Task,The Shire is restored to peace,Done,2021-11-22 16:33:00,2021-11-19 12:31:00,ASAP,LR-9444,316392,,Frodo Baggins,Boromir,2021-11-19 17:27:00,
Story,The battle of Pelennor Fields,Done,2021-11-27 12:48:00,2021-11-15 14:29:00,ASAP,LR-5402,315507,,Aragorn,Gimli,2021-11-25 09:45:00,9000.0
Code review,The Mines of Moria are breached,Done,2021-11-22 16:33:00,2021-11-19 11:23:00,High,LR-8885,316366,316322.0,Boromir,Gandalf,2021-11-20 11:02:00,3600.0
Story,Frodo and Sam reach Mount Doom,Done,2021-11-27 13:30:00,2021-11-19 09:56:00,High,LR-3169,316322,,Gimli,Saruman,2021-11-20 15:55:00,15300.0
Story,The Paths of the Dead are taken,Done,2021-12-16 09:39:00,2021-11-15 15:34:00,Low,LR-7717,315527,,Boromir,Boromir,2021-12-10 17:14:00,
Code review,Gollum's betrayal leads to chaos,Done,2021-11-22 16:33:00,2021-11-18 18:42:00,High,LR-2823,316181,310898.0,Samwise Gamgee,Aragorn,2021-11-20 00:19:00,14400.0
Code review,Aragorn claims the throne of Gondor,Done,2021-11-22 16:33:00,2021-11-15 17:17:00,ASAP,LR-5847,315558,309869.0,Gandalf the Grey,Gandalf,2021-11-19 12:54:00,3600.0
Research,The Paths of the Dead are taken,Done,2022-01-21 12:11:00,2021-11-14 15:23:00,Unspecified,LR-2930,315151,,Gimli,Gimli,2022-01-14 15:19:00,
Code review,The Shire is restored to peace,Done,2021-11-18 19:11:00,2021-11-14 13:09:00,ASAP,LR-6078,315084,314796.0,Aragorn,Gandalf,2021-11-14 14:04:00,900.0
Bug,The One Ring has been found,Done,2021-12-02 09:59:00,2021-11-13 15:43:00,ASAP,LR-3581,314796,,Legolas,Legolas,2021-12-02 09:58:00,5400.0
Bug,The Shire is restored to peace,Done,2021-12-18 09:59:00,2021-11-13 15:18:00,High,LR-5915,314791,,Samwise Gamgee,Gimli,2021-12-18 09:58:00,3600.0
Sub-task,Gandalf returns to Middle-Earth,Done,2021-11-29 21:37:00,2021-11-14 04:07:00,ASAP,LR-4422,314877,305741.0,Legolas,Frodo Baggins,2021-11-28 11:29:00,149400.0
Story,The fall of Sauron at Barad-dûr,Done,2021-11-27 13:30:00,2021-11-14 01:10:00,High,LR-7299,314864,,Samwise Gamgee,Legolas,2021-11-14 01:10:00,1800.0
Code review,The Paths of the Dead are taken,Done,2021-11-22 16:33:00,2021-11-13 18:52:00,Unspecified,LR-7076,314824,312619.0,Pippin Took,Frodo Baggins,2021-11-19 17:20:00,33300.0
Story,The Paths of the Dead are taken,Done,2021-11-22 16:33:00,2021-11-13 15:50:00,ASAP,LR-5094,314797,,Pippin Took,Gimli,2021-11-20 13:52:00,14400.0
Code review,The One Ring has been found,Done,2021-11-18 19:11:00,2021-11-13 14:17:00,Medium,LR-1160,314778,302295.0,Aragorn,Gandalf,2021-11-14 17:41:00,600.0
Sub-task,Saruman's betrayal is revealed,Done,2021-11-18 19:11:00,2021-11-12 21:38:00,Unspecified,LR-4389,314609,314608.0,Gimli,Gandalf,2021-11-12 21:38:00,2700.0
Task,The Ents march on Isengard,Done,2021-12-16 09:39:00,2021-11-12 19:02:00,High,LR-2409,314517,,Boromir,Saruman,2021-12-16 09:39:00,23400.0
Code review,Aragorn claims the throne of Gondor,Done,2021-11-18 19:11:00,2021-11-12 18:41:00,High,LR-7787,314514,314048.0,Aragorn,Frodo Baggins,2021-11-14 11:58:00,12600.0
Code review,Gollum's betrayal leads to chaos,Done,2021-11-18 19:11:00,2021-11-12 18:41:00,High,LR-4820,314513,312575.0,Gandalf the Grey,Saruman,2021-11-13 14:38:00,900.0
Story,The Ents march on Isengard,Done,2021-11-29 21:37:00,2021-11-11 18:24:00,Unspecified,LR-6518,314122,,Frodo Baggins,Gimli,2021-11-29 21:37:00,5400.0
Code review,The Ents march on Isengard,Done,2021-11-18 19:11:00,2021-11-12 18:06:00,Unspecified,LR-3800,314503,314465.0,Frodo Baggins,Boromir,2021-11-14 12:26:00,16200.0
Code review,Helm's Deep is under siege,Done,2021-11-18 19:11:00,2021-11-12 18:04:00,ASAP,LR-1484,314502,308732.0,Gandalf the Grey,Legolas,2021-11-14 16:27:00,7200.0
Code review,The fellowship forms in Rivendell,Done,2021-12-11 16:08:00,2021-11-12 16:49:00,Medium,LR-9874,314480,307985.0,Frodo Baggins,Boromir,2021-11-14 11:48:00,20700.0
Code review,Eowyn defeats the Witch-king,Done,2021-11-18 19:11:00,2021-11-12 16:24:00,URGENT,LR-6911,314471,314441.0,Pippin Took,Samwise Gamgee,2021-11-12 17:20:00,900.0
Story,The Shire is restored to peace,Done,2021-11-18 19:11:00,2021-11-12 16:10:00,High,LR-6126,314465,,Samwise Gamgee,Samwise Gamgee,2021-11-14 17:43:00,9000.0
Story,The battle of Pelennor Fields,Done,2021-11-22 16:33:00,2021-11-12 15:14:00,URGENT,LR-5632,314441,,Samwise Gamgee,Gimli,2021-11-21 16:36:00,7200.0
Code review,Saruman's betrayal is revealed,Done,2021-11-18 19:11:00,2021-11-12 12:21:00,ASAP,LR-6744,314225,310681.0,Gandalf the Grey,Aragorn,2021-11-13 12:18:00,14400.0
Code review,The Ents march on Isengard,Done,2021-11-18 19:11:00,2021-11-12 11:07:00,URGENT,LR-4170,314194,313328.0,Gandalf the Grey,Aragorn,2021-11-12 17:50:00,1440.0
Sub-task,The battle of Pelennor Fields,Done,2021-11-22 16:33:00,2021-11-11 18:19:00,High,LR-8872,314119,305741.0,Legolas,Aragorn,2021-11-22 10:08:00,21600.0
Story,Frodo and Sam reach Mount Doom,Done,2022-02-18 15:17:00,2021-11-07 13:46:00,URGENT,LR-5778,312992,,Pippin Took,Legolas,2022-02-18 15:17:00,6300.0
Task,The Ents march on Isengard,Done,2021-11-18 19:11:00,2021-11-11 16:25:00,High,LR-5241,314081,,Legolas,Gandalf,2021-11-11 16:48:00,5400.0
Code review,Eowyn defeats the Witch-king,Done,2021-11-18 19:11:00,2021-11-11 16:08:00,URGENT,LR-4995,314080,313852.0,Legolas,Frodo Baggins,2021-11-11 17:07:00,2100.0
Code review,The Ents march on Isengard,Done,2021-11-18 19:11:00,2021-11-11 15:09:00,High,LR-6378,314067,308764.0,Boromir,Boromir,2021-11-11 18:10:00,1800.0
Story,Frodo and Sam reach Mount Doom,Done,2021-12-02 09:59:00,2021-11-11 13:15:00,ASAP,LR-4704,314019,,Legolas,Legolas,2021-12-02 09:58:00,10800.0
Task,Saruman's betrayal is revealed,Done,2021-11-18 19:11:00,2021-11-11 10:33:00,URGENT,LR-2195,313852,,Boromir,Saruman,2021-11-12 08:44:00,7200.0
Story,The Mines of Moria are breached,Done,2021-11-22 16:33:00,2021-11-11 09:21:00,URGENT,LR-9112,313833,,Samwise Gamgee,Legolas,2021-11-21 16:35:00,3600.0
Task,Saruman's betrayal is revealed,Done,2021-11-22 16:33:00,2021-11-08 15:48:00,URGENT,LR-1314,313328,,Gimli,Boromir,2021-11-21 16:35:00,18000.0
Code review,Helm's Deep is under siege,Done,2021-11-18 19:11:00,2021-11-08 11:50:00,Unspecified,LR-3971,313242,313191.0,Samwise Gamgee,Boromir,2021-11-12 12:17:00,13320.0
Story,The Shire is restored to peace,Done,2021-11-18 19:11:00,2021-11-08 10:06:00,High,LR-4906,313191,,Gimli,Aragorn,2021-11-12 17:22:00,5400.0
Code review,The Paths of the Dead are taken,Done,2021-11-18 19:11:00,2021-11-08 09:47:00,High,LR-6768,313185,313184.0,Boromir,Aragorn,2021-11-08 15:22:00,600.0
Bug,The One Ring has been found,Done,2021-11-18 19:11:00,2021-11-08 09:43:00,ASAP,LR-7438,313184,,Legolas,Legolas,2021-11-08 16:29:00,1800.0
Story,The Mines of Moria are breached,Done,2021-12-10 10:10:00,2021-11-08 08:59:00,High,LR-8376,313172,,Aragorn,Boromir,2021-12-10 10:10:00,19800.0
Code review,Frodo and Sam reach Mount Doom,Done,2021-11-18 19:11:00,2021-11-07 22:22:00,High,LR-1363,313104,312969.0,Gimli,Gandalf,2021-11-12 12:08:00,18000.0
Code review,The fall of Sauron at Barad-dûr,Done,2021-11-18 19:11:00,2021-11-07 18:43:00,Unspecified,LR-5624,313082,313040.0,Aragorn,Samwise Gamgee,2021-11-08 14:19:00,
Story,Helm's Deep is under siege,Done,2021-11-18 19:11:00,2021-11-07 18:15:00,URGENT,LR-6435,313075,,Gandalf the Grey,Boromir,2021-11-08 18:04:00,19800.0
Code review,The battle of Pelennor Fields,Done,2021-11-18 19:11:00,2021-11-07 17:20:00,Unspecified,LR-6185,313058,295606.0,Gandalf the Grey,Gandalf,2021-11-08 16:19:00,3600.0
Story,The Mines of Moria are breached,Done,2021-11-18 19:11:00,2021-11-07 16:37:00,High,LR-9124,313040,,Gandalf the Grey,Boromir,2021-11-11 10:06:00,10800.0
Code review,Helm's Deep is under siege,Done,2021-11-08 10:42:00,2021-11-07 15:57:00,Unspecified,LR-5960,313030,312986.0,Aragorn,Gimli,2021-11-07 22:27:00,3600.0
Code review,The Paths of the Dead are taken,Done,2021-11-08 10:42:00,2021-11-07 13:51:00,High,LR-7913,312994,312990.0,Pippin Took,Legolas,2021-11-07 15:21:00,900.0
Bug,Aragorn claims the throne of Gondor,Done,2021-11-08 10:42:00,2021-11-07 13:36:00,High,LR-3057,312990,,Pippin Took,Frodo Baggins,2021-11-07 16:10:00,3600.0
Story,Frodo and Sam reach Mount Doom,Done,2021-11-08 10:42:00,2021-11-07 13:31:00,High,LR-8284,312986,,Aragorn,Samwise Gamgee,2021-11-08 10:03:00,7200.0
Code review,The Ents march on Isengard,Done,2021-11-08 10:42:00,2021-11-07 12:59:00,High,LR-6407,312980,305942.0,Aragorn,Boromir,2021-11-07 15:21:00,900.0
Code review,The Paths of the Dead are taken,Done,2021-11-12 12:20:00,2021-11-07 12:57:00,Unspecified,LR-9867,312979,312901.0,Legolas,Samwise Gamgee,2021-11-07 22:25:00,5400.0
Story,Helm's Deep is under siege,Done,2021-11-27 13:30:00,2021-11-07 12:40:00,High,LR-7480,312969,,Pippin Took,Gandalf,2021-11-12 13:00:00,18000.0
Story,Gollum's betrayal leads to chaos,Done,2021-11-27 13:30:00,2021-11-07 11:58:00,High,LR-7482,312953,,Boromir,Frodo Baggins,2021-11-14 01:04:00,16200.0
Bug,Aragorn claims the throne of Gondor,Done,2021-11-18 19:11:00,2021-11-07 11:04:00,ASAP,LR-5101,312925,,Pippin Took,Gandalf,2021-11-08 16:18:00,12600.0
Task,The fall of Sauron at Barad-dûr,Done,2021-11-18 19:11:00,2021-11-07 10:10:00,Unspecified,LR-9415,312904,,Gimli,Legolas,2021-11-11 14:58:00,23400.0
Story,The Ents march on Isengard,Done,2021-11-08 10:42:00,2021-11-07 10:03:00,High,LR-6871,312901,,Frodo Baggins,Legolas,2021-11-08 10:03:00,5400.0
Bug,Saruman's betrayal is revealed,Done,2021-11-18 19:11:00,2021-11-07 09:08:00,ASAP,LR-9609,312885,,Pippin Took,Samwise Gamgee,2021-11-15 12:35:00,
Sub-task,Aragorn claims the throne of Gondor,Done,2021-11-08 10:42:00,2021-11-07 09:05:00,Unspecified,LR-5161,312882,312880.0,Pippin Took,Boromir,2021-11-07 09:05:00,1800.0
Story,Saruman's betrayal is revealed,Done,2022-02-12 09:45:00,2021-11-07 09:03:00,ASAP,LR-6253,312880,,Samwise Gamgee,Legolas,2022-02-12 09:45:00,23400.0
Story,Frodo and Sam reach Mount Doom,Done,2021-12-16 09:39:00,2021-11-07 00:00:00,High,LR-8347,312806,,Aragorn,Gimli,2021-12-16 09:38:00,3600.0
Sub-task,The Shire is restored to peace,Done,2021-11-08 10:42:00,2021-11-06 18:58:00,Unspecified,LR-1754,312755,312719.0,Samwise Gamgee,Legolas,2021-11-07 11:52:00,3600.0
Story,Gandalf returns to Middle-Earth,Done,2021-11-08 10:42:00,2021-11-06 17:06:00,High,LR-2419,312719,,Boromir,Samwise Gamgee,2021-11-07 12:56:00,4320.0
Story,Gandalf returns to Middle-Earth,Done,2021-11-18 19:11:00,2021-11-06 15:47:00,ASAP,LR-7164,312677,,Pippin Took,Boromir,2021-11-08 16:49:00,6000.0
Sub-task,Saruman's betrayal is revealed,Done,2021-11-08 10:42:00,2021-11-06 15:46:00,Unspecified,LR-1538,312676,307168.0,Frodo Baggins,Saruman,2021-11-06 15:46:00,1800.0
Story,The fall of Sauron at Barad-dûr,Done,2021-11-18 19:11:00,2021-11-06 15:32:00,URGENT,LR-9041,312669,,Pippin Took,Frodo Baggins,2021-11-12 15:33:00,1800.0
Task,The battle of Pelennor Fields,Done,2021-12-19 12:22:00,2021-11-06 15:16:00,Medium,LR-1074,312662,,Legolas,Boromir,2021-12-18 11:48:00,7200.0
Story,The battle of Pelennor Fields,Done,2021-11-22 16:33:00,2021-11-06 11:51:00,High,LR-6101,312575,,Frodo Baggins,Gimli,2021-11-21 16:35:00,6000.0
Code review,Helm's Deep is under siege,Done,2021-11-08 10:42:00,2021-11-06 12:16:00,Unspecified,LR-6158,312594,312009.0,Aragorn,Gandalf,2021-11-06 13:02:00,5400.0
Code review,Frodo and Sam reach Mount Doom,Done,2021-11-08 10:42:00,2021-11-06 12:05:00,URGENT,LR-1446,312584,312280.0,Samwise Gamgee,Samwise Gamgee,2021-11-06 15:04:00,1800.0
Code review,Saruman's betrayal is revealed,Done,2021-11-08 10:42:00,2021-11-06 01:03:00,High,LR-7256,312427,312190.0,Boromir,Gimli,2021-11-07 10:06:00,10800.0
Code review,Eowyn defeats the Witch-king,Done,2021-11-08 10:42:00,2021-11-05 17:32:00,Unspecified,LR-6248,312362,306031.0,Pippin Took,Aragorn,2021-11-06 14:15:00,3600.0
Task,Frodo and Sam reach Mount Doom,Done,2021-11-18 19:11:00,2021-11-05 14:37:00,URGENT,LR-7951,312280,,Pippin Took,Frodo Baggins,2021-11-12 15:33:00,12000.0
Code review,The Mines of Moria are breached,Done,2021-11-08 10:42:00,2021-11-05 14:15:00,High,LR-2323,312271,306918.0,Gandalf the Grey,Gimli,2021-11-07 14:50:00,4200.0
Story,Helm's Deep is under siege,Done,2021-11-08 10:42:00,2021-11-05 13:55:00,ASAP,LR-9247,312263,,Frodo Baggins,Gimli,2021-11-06 14:41:00,3600.0
Code review,The One Ring has been found,Done,2021-11-08 10:42:00,2021-11-05 12:06:00,URGENT,LR-4863,312223,312198.0,Gimli,Boromir,2021-11-05 15:17:00,900.0
Story,Helm's Deep is under siege,Done,2021-11-18 19:11:00,2021-11-05 11:11:00,URGENT,LR-6659,312198,,Pippin Took,Saruman,2021-11-12 15:33:00,1800.0
Story,Gollum's betrayal leads to chaos,Done,2021-11-27 13:30:00,2021-11-05 10:53:00,High,LR-4965,312190,,Boromir,Gimli,2021-11-07 10:46:00,12600.0
Code review,Aragorn claims the throne of Gondor,Done,2021-11-08 10:41:00,2021-11-05 09:03:00,High,LR-6604,312129,305942.0,Aragorn,Boromir,2021-11-06 14:39:00,1200.0
Code review,Eowyn defeats the Witch-king,Done,2021-11-08 10:42:00,2021-11-05 01:50:00,High,LR-6211,312076,312075.0,Gandalf the Grey,Boromir,2021-11-06 22:08:00,12600.0
Story,Gollum's betrayal leads to chaos,Done,2021-11-27 13:30:00,2021-11-05 01:49:00,High,LR-6676,312075,,Pippin Took,Saruman,2021-11-06 22:09:00,7200.0
Story,The Mines of Moria are breached,Done,2021-11-08 10:42:00,2021-11-04 17:52:00,High,LR-1667,312009,,Pippin Took,Frodo Baggins,2021-11-08 10:10:00,18000.0
Code review,The fellowship forms in Rivendell,Done,2021-11-08 10:42:00,2021-11-04 11:45:00,URGENT,LR-2014,311835,311764.0,Pippin Took,Legolas,2021-11-04 16:43:00,3000.0
Story,The fellowship forms in Rivendell,Done,2021-11-18 19:11:00,2021-11-04 09:18:00,URGENT,LR-3331,311764,,Samwise Gamgee,Saruman,2021-11-08 23:33:00,3600.0
Story,The Paths of the Dead are taken,Done,2021-11-08 10:42:00,2021-11-03 23:29:00,High,LR-4551,311689,,Samwise Gamgee,Samwise Gamgee,2021-11-05 16:21:00,45000.0
Code review,The One Ring has been found,Done,2021-11-04 15:35:00,2021-11-01 16:47:00,Unspecified,LR-4177,311363,310498.0,Pippin Took,Boromir,2021-11-04 11:54:00,2700.0
Sub-task,The battle of Pelennor Fields,Done,2021-11-06 09:27:00,2021-11-01 16:33:00,Unspecified,LR-5111,311357,296592.0,Pippin Took,Gandalf,2021-11-01 16:33:00,6300.0
Code review,Gollum's betrayal leads to chaos,Done,2021-11-08 10:42:00,2021-11-01 13:11:00,Medium,LR-7491,311273,310893.0,Samwise Gamgee,Gandalf,2021-11-05 12:57:00,19800.0
Story,Aragorn claims the throne of Gondor,Done,2021-11-27 13:30:00,2021-11-01 13:05:00,High,LR-9171,311272,,Frodo Baggins,Samwise Gamgee,2021-11-05 01:51:00,28800.0
Code review,The fall of Sauron at Barad-dûr,Done,2021-11-08 10:42:00,2021-11-01 01:16:00,High,LR-8640,311086,310525.0,Aragorn,Gandalf,2021-11-04 18:28:00,3600.0
Code review,Helm's Deep is under siege,Done,2021-11-04 15:35:00,2021-10-31 15:42:00,Unspecified,LR-5886,310957,309557.0,Legolas,Frodo Baggins,2021-11-03 23:31:00,14400.0
Story,Gollum's betrayal leads to chaos,Done,2021-11-22 16:33:00,2021-10-31 12:52:00,High,LR-3749,310898,,Pippin Took,Boromir,2021-11-20 17:18:00,6600.0
Story,The One Ring has been found,Done,2021-11-08 10:42:00,2021-10-31 12:43:00,High,LR-5329,310893,,Samwise Gamgee,Aragorn,2021-11-05 16:23:00,19800.0
Story,Eowyn defeats the Witch-king,Done,2021-11-08 10:42:00,2021-10-30 11:03:00,ASAP,LR-9245,310498,,Pippin Took,Legolas,2021-11-05 13:03:00,10500.0
Bug,Frodo and Sam reach Mount Doom,Done,2021-11-08 10:42:00,2021-10-30 10:32:00,ASAP,LR-5372,310491,,Frodo Baggins,Samwise Gamgee,2021-11-04 18:20:00,18000.0
Code review,The battle of Pelennor Fields,Done,2021-11-04 15:35:00,2021-10-31 11:58:00,High,LR-6369,310861,300920.0,Boromir,Gimli,2021-10-31 13:42:00,1200.0
Code review,The Shire is restored to peace,Done,2021-11-08 10:42:00,2021-10-30 21:15:00,Unspecified,LR-2139,310697,310537.0,Aragorn,Gandalf,2021-11-05 10:35:00,19800.0
Code review,The Mines of Moria are breached,Done,2021-11-04 15:35:00,2021-10-30 17:07:00,ASAP,LR-2290,310641,308797.0,Pippin Took,Frodo Baggins,2021-11-01 16:00:00,5400.0
Code review,The Shire is restored to peace,Done,2021-11-04 15:35:00,2021-10-30 16:49:00,High,LR-3825,310634,307820.0,Aragorn,Gandalf,2021-10-31 13:05:00,7200.0
Story,The Shire is restored to peace,Done,2021-11-27 13:30:00,2021-10-30 12:33:00,High,LR-8190,310537,,Gandalf the Grey,Boromir,2021-11-05 16:23:00,23400.0
Story,The battle of Pelennor Fields,Done,2021-11-27 13:30:00,2021-10-30 12:03:00,High,LR-6007,310525,,Pippin Took,Aragorn,2021-11-11 10:00:00,23400.0
Code review,Helm's Deep is under siege,Done,2021-11-04 15:35:00,2021-10-30 11:41:00,Unspecified,LR-4833,310517,304513.0,Samwise Gamgee,Saruman,2021-11-01 12:39:00,9000.0
Code review,Eowyn defeats the Witch-king,Done,2021-11-08 10:42:00,2021-10-30 09:35:00,High,LR-2290,310460,310132.0,Legolas,Gandalf,2021-11-05 10:02:00,10800.0
Sub-task,The Shire is restored to peace,Done,2021-11-22 16:32:00,2021-10-29 19:30:00,ASAP,LR-2821,310291,305741.0,Aragorn,Gandalf,2021-11-18 23:05:00,156600.0
Story,The Shire is restored to peace,Done,2021-11-22 16:33:00,2021-10-22 09:24:00,Medium,LR-4611,307985,,Gimli,Frodo Baggins,2021-11-20 17:06:00,16500.0
Code review,Eowyn defeats the Witch-king,Done,2021-11-04 15:35:00,2021-10-29 13:35:00,High,LR-2951,310157,305942.0,Aragorn,Aragorn,2021-10-29 16:38:00,5400.0
